,nt_dsc_estrut_fisic_ambiencia,nt_dsc_adap_defic_fisic_idosos,nt_dsc_equipamentos,nt_dsc_medicamentos,cnes
1923,2,3,1,2,2000806
1924,1,2,1,2,2473445
1925,2,1,1,2,2793202
1926,2,1,2,2,2818736
1927,2,2,1,2,2227428
1928,1,1,2,2,2753359
1929,1,2,1,2,2754223
1930,3,2,1,2,5031001
1931,1,3,1,2,5893348
1932,2,1,1,2,5881617
1933,3,2,2,2,2546159
1934,1,1,2,2,2218208
1935,2,1,1,2,2182831
1936,3,2,3,2,2759314
1937,3,2,1,2,2587890
1938,2,1,2,2,2000938
1939,1,2,2,2,23779
1940,3,2,1,2,2310023
1941,2,2,1,2,2356759
1942,2,2,1,2,2747332
1943,2,2,1,2,2747340
1944,1,2,2,2,2163209
1945,1,2,3,2,2527901
1946,2,1,1,2,3901076
1947,1,1,2,2,3851753
1948,3,2,1,2,3444597
1949,2,1,1,2,3031799
1950,2,2,1,2,5701724
1951,3,2,2,2,3522547
1952,2,2,1,2,5459648
1953,1,1,1,2,3451208
1954,1,2,1,2,3516180
1955,2,1,1,2,3540049
1956,1,1,1,2,3511138
1957,2,2,1,2,2480190
1958,3,1,1,2,2775298
1959,1,2,1,2,6768156
1960,2,1,3,2,6728944
1961,3,2,1,2,9105
1962,2,3,2,2,3028631
1963,1,1,2,2,2362392
1964,2,1,1,2,2264846
1965,1,3,1,2,6763650
1966,1,2,1,2,2267683
1967,3,2,1,2,2477564
1968,1,1,1,2,2376296
1969,3,2,1,2,2233274
1970,1,2,2,2,2419475
1971,1,2,1,2,6378978
1972,1,1,2,2,2119196
1973,1,2,2,2,2145804
1974,2,1,1,2,6804969
1975,2,3,1,2,2230658
1976,3,2,1,2,2593793
1977,1,2,2,2,2022354
1978,1,3,2,2,2487004
1979,2,1,1,2,2463873
1980,2,2,3,2,2700832
1981,1,2,2,2,2377551
1982,3,3,1,2,6864708
1983,1,2,1,2,2234696
1984,1,1,2,2,2324989
1985,2,1,1,2,2447398
1986,2,3,1,2,3975118
1987,2,1,1,2,12122
1988,2,1,2,2,2349116
1989,1,3,1,2,2527782
1990,2,1,1,2,3991954
1991,2,2,1,2,5024749
1992,2,1,1,2,5067855
1993,1,2,3,2,3935639
1994,3,1,1,2,6565948
1995,1,3,2,2,6756840
1996,2,3,1,2,6786545
1997,2,3,3,2,6668836
1998,2,2,1,2,2012626
1999,1,1,1,2,2737353
2000,2,2,1,2,9261
2001,1,1,1,2,2446065
2002,3,1,2,2,2346176
2003,1,2,1,2,2413639
2004,3,3,1,2,2741342
2005,3,1,3,2,2060299
2006,1,1,3,2,2513986
2007,2,1,1,2,4032675
2008,1,1,2,2,2558645
2009,1,1,1,2,2668998
2010,3,3,1,2,2554437
2011,2,1,1,2,6339743
2012,1,2,2,2,2076977
2013,3,1,1,2,2027046
2014,1,3,1,2,2555824
2015,1,1,1,2,2616106
2016,2,3,1,2,3703436
2017,2,2,1,2,5679842
2018,1,1,1,2,3713261
2019,2,1,3,2,2043890
2020,2,1,2,2,2676842
2021,2,2,1,2,2481960
2022,3,3,1,2,2055147
2023,3,1,1,2,2450372
2024,2,1,1,2,2264722
2025,2,2,1,2,3161692
2026,2,1,1,2,3265951
2027,1,2,2,2,2630540
2028,3,2,1,2,2046067
2029,1,2,1,2,4027957
2030,1,2,1,2,3115
2031,2,2,1,2,2257661
2032,3,1,1,2,2280353
2033,2,1,1,2,2564394
2034,2,1,2,2,2328666
2035,1,1,2,2,2478153
2036,1,1,2,2,2721155
2037,3,1,1,2,3528146
2038,3,2,1,2,5931045
2039,2,1,1,2,2275139
2040,2,1,1,2,2764369
2041,1,3,3,2,2378450
2042,2,3,1,2,2460793
2043,1,2,1,2,2532085
2044,2,1,1,2,2448688
2045,2,3,1,2,2608030
2046,2,1,1,2,2787245
2047,3,1,3,2,2183773
2048,1,2,1,2,2564181
2049,2,1,2,2,3049876
2050,3,3,1,2,2099667
2051,3,3,1,2,2750856
2052,1,2,1,2,2664461
2053,3,3,2,2,2168758
2054,1,1,2,2,2169649
2055,1,2,1,2,4042352
2056,3,2,1,2,2559803
2057,3,1,1,2,5089662
2058,3,1,2,2,2170116
2059,2,1,1,2,2799510
2060,1,3,2,2,2765896
2061,1,1,1,2,2285940
2062,3,2,3,2,5746795
2063,2,2,1,2,3883213
2064,2,2,1,2,3413659
2065,2,1,1,2,2340267
2066,1,1,2,2,5950066
2067,1,2,1,2,3286401
2068,2,3,1,2,2017946
2069,2,1,3,2,2771152
2070,2,1,1,2,2510316
2071,3,2,1,2,2770601
2072,2,2,1,2,2768380
2073,1,1,1,2,3493733
2074,2,1,1,2,2149931
2075,3,2,1,2,6395821
2076,1,1,1,2,6213588
2077,1,1,2,2,6651445
2078,1,1,1,2,6281931
2079,3,1,1,2,2363836
2080,2,3,1,2,2242591
2081,1,1,1,2,2702185
2082,1,1,1,2,2014211
2083,2,3,1,2,2773635
2084,2,2,1,2,2195127
2085,2,3,2,2,2193868
2086,2,1,1,2,2143178
2087,2,1,1,2,6508049
2088,1,1,2,2,6632831
2089,2,1,1,2,6643604
2090,1,3,1,2,6388701
2091,2,1,1,2,6406254
2092,1,2,2,2,6727433
2093,1,2,1,2,6751695
2094,2,1,1,2,6493963
2095,2,2,1,2,6583776
2096,3,2,1,2,6700608
2097,3,3,1,2,2302608
2098,3,3,1,2,2790475
2099,2,1,2,2,18708
2100,2,2,1,2,2072157
2101,1,2,1,2,2718774
2102,1,3,1,2,2327457
2103,1,1,2,2,2547384
2104,3,3,2,2,2341816
2105,1,1,1,2,2408228
2106,2,1,1,2,2431335
2107,3,3,1,2,2042037
2108,1,1,1,2,2194910
2109,2,2,3,2,2692570
2110,2,2,1,2,2818620
2111,2,1,1,2,2364689
2112,1,2,1,2,16861
2113,1,1,2,2,2196654
2114,2,2,1,2,8015341
2115,3,1,2,2,2792362
2116,2,2,1,2,2537621
2117,1,2,2,2,2000016
2118,1,1,2,2,6323707
2119,1,3,2,2,3338258
2120,3,1,1,2,5247470
2121,3,2,1,2,2142228
2122,2,2,1,2,6224229
2123,3,3,1,2,2213559
2124,1,1,1,2,6132278
2125,1,2,1,2,5457009
2126,1,2,1,2,3627616
2127,3,2,1,2,2203391
2128,2,1,2,2,3703223
2129,3,1,1,2,3525775
2130,1,1,1,2,2326574
2131,2,1,2,2,2468921
2132,2,1,1,2,2532816
2133,1,1,1,2,2031469
2134,1,1,1,2,2558114
2135,1,1,1,2,2739186
2136,2,1,2,2,2486857
2137,3,3,2,2,2145723
2138,2,1,1,2,2202905
2139,3,2,3,2,3587657
2140,1,2,1,2,2797151
2141,3,2,1,2,2661276
2142,1,1,2,2,2404753
2143,2,1,2,2,2075814
2144,1,1,1,2,2013975
2145,1,3,2,2,2535734
2146,1,3,2,2,6375022
2147,1,2,1,2,2725045
2148,2,1,1,2,2310902
2149,1,2,3,2,2254263
2150,1,2,1,2,2103095
2151,2,1,1,2,2448289
2152,2,2,1,2,18686
2153,1,3,1,2,2624443
2154,2,1,1,2,2305194
2155,2,3,2,2,2440512
2156,1,1,1,2,2486008
2157,1,1,1,2,2486040
2158,2,1,1,2,2302535
2159,2,1,2,2,2112159
2160,1,2,1,2,2382229
2161,3,1,2,2,2374560
2162,2,1,1,2,2577038
2163,1,2,1,2,2610582
2164,2,1,1,2,2281503
2165,3,3,1,2,2796333
2166,2,2,1,2,2620510
2167,1,2,1,2,3866335
2168,2,2,1,2,2425904
2169,1,2,1,2,2666618
2170,1,1,1,2,2424452
2171,1,1,1,2,3127761
2172,2,1,1,2,3430537
2173,1,1,1,2,2303612
2174,3,2,1,2,2704110
2175,1,2,1,2,3008495
2176,1,1,2,2,2564300
2177,1,1,1,2,2340208
2178,1,2,2,2,3173879
2179,2,1,2,2,6214932
2180,1,1,2,2,6710727
2181,2,1,1,2,2166100
2182,3,1,1,2,3467619
2183,3,3,1,2,6634672
2184,1,2,3,2,6721451
2185,1,1,2,2,6341802
2186,2,3,1,2,6813801
2187,3,2,1,2,6789943
2188,2,2,1,2,6787797
2189,1,2,1,2,2474069
2190,3,2,1,2,2784505
2191,1,1,1,2,2053349
2192,3,1,2,2,2182319
2193,3,1,1,2,6889190
2194,3,3,1,2,6860273
2195,2,1,1,2,2560062
2196,2,2,1,2,2185121
2197,2,3,1,2,5277175
2198,1,2,1,2,2498634
2199,1,1,1,2,6330479
2200,1,1,1,2,6507867
2201,2,3,1,2,6601197
2202,3,2,1,2,6586430
2203,1,1,2,2,2633248
2204,1,1,1,2,2014491
2205,2,2,1,2,2300753
2206,3,2,1,2,2378884
2207,3,2,1,2,3107655
2208,2,1,1,2,3237745
2209,1,1,2,2,2413140
2210,3,1,2,2,2497689
2211,2,3,1,2,2792710
2212,1,2,1,2,2161028
2213,1,2,1,2,2631032
2214,2,2,1,2,2065290
2215,1,2,1,2,6139469
2216,2,2,1,2,2420767
2217,1,2,1,2,2421836
2218,2,1,1,2,2202425
2219,1,2,2,2,2557231
2220,2,1,1,2,2795000
2221,1,1,2,2,2735261
2222,3,1,1,2,3344703
2223,3,2,3,2,5611539
2224,2,3,1,2,2724863
2225,3,1,2,2,6267513
2226,1,1,2,2,2480441
2227,1,1,1,2,5484944
2228,2,1,1,2,3843572
2229,2,1,1,2,2611554
2230,2,2,3,2,2044269
2231,1,2,1,2,2706695
2232,3,3,1,2,3263495
2233,1,1,1,2,6363407
2234,1,2,2,2,2264366
2235,3,1,1,2,17132
2236,2,1,1,2,2346184
2237,3,1,1,2,3003957
2238,3,2,2,2,2497417
2239,3,3,2,2,23434
2240,2,1,2,2,2281155
2241,2,1,1,2,2569280
2242,2,2,1,2,2269198
2243,3,1,1,2,2365715
2244,2,1,2,2,2312220
2245,2,3,1,2,2407531
2246,2,1,1,2,2558025
2247,1,2,1,2,2373505
2248,1,1,1,2,2293447
2249,1,1,2,2,2366711
2250,1,2,1,2,2143658
2251,1,2,1,2,2788179
2252,3,3,1,2,2387883
2253,3,3,2,2,2363526
2254,2,3,1,2,16888
2255,2,1,1,2,2790262
2256,2,2,1,2,4021959
2257,2,1,1,2,2254530
2258,1,2,3,2,3091104
2259,1,1,1,2,5474760
2260,3,3,1,2,2361388
2261,1,1,1,2,2797054
2262,1,2,2,2,2770865
2263,2,3,1,2,2600811
2264,1,1,1,2,2209284
2265,1,1,1,2,2162075
2266,2,1,2,2,2445263
2267,3,1,2,2,2266679
2268,3,3,2,2,2564610
2269,2,1,1,2,3285618
2270,1,1,1,2,2677474
2271,1,2,1,2,2387115
2272,3,3,1,2,2754851
2273,2,1,3,2,3541509
2274,1,2,1,2,8006202
2275,3,2,1,2,2701405
2276,3,1,1,2,6256988
2277,2,1,1,2,2057948
2278,1,2,1,2,2305208
2279,2,3,1,2,2183005
2280,3,1,1,2,2041405
2281,1,1,1,2,2725371
2282,3,2,2,2,6782094
2283,2,1,1,2,3433250
2284,3,3,1,2,2121832
2285,2,1,1,2,2532050
2286,2,1,1,2,2459949
2287,2,2,1,2,6812163
2288,1,1,1,2,2707543
2289,3,1,3,2,4050134
2290,2,3,3,2,2543354
2291,3,2,1,2,2250314
2292,2,2,2,2,3286878
2293,1,1,1,2,2014319
2294,1,1,1,2,2486067
2295,2,2,1,2,2421275
2296,1,2,1,2,2664321
2297,3,2,1,2,2119986
2298,1,2,1,2,2133547
2299,3,1,3,2,2043092
2300,2,1,1,2,6868339
2301,2,1,1,2,6935486
2302,1,1,1,2,3254909
2303,3,1,2,2,2446766
2304,2,2,1,2,5063140
2305,2,1,1,2,5127386
2306,3,1,1,2,2791153
2307,1,1,2,2,6628109
2308,1,1,1,2,2767813
2309,2,1,1,2,4043219
2310,1,2,1,2,2658216
2311,1,1,2,2,2522926
2312,1,2,3,2,2383497
2313,1,1,1,2,2447630
2314,2,2,1,2,2704536
2315,3,1,1,2,3159345
2316,3,2,1,2,2141795
2317,3,1,1,2,2745747
2318,1,1,2,2,2022516
2319,3,1,1,2,2249790
2320,3,3,1,2,3310906
2321,3,2,1,2,2343975
2322,3,3,2,2,3541444
2323,3,3,1,2,4056272
2324,2,2,1,2,2509539
2325,1,2,2,2,2558637
2326,1,2,2,2,2477572
2327,1,1,1,2,2011956
2328,2,1,1,2,2342154
2329,1,3,2,2,2211106
2330,2,3,2,2,2100193
2331,2,1,1,2,5362407
2332,1,2,2,2,2598590
2333,3,2,1,2,2146541
2334,1,1,2,2,2777975
2335,2,2,1,2,2326922
2336,3,3,1,2,2487640
2337,1,1,2,2,2594056
2338,1,1,2,2,2321653
2339,2,3,1,2,2040077
2340,1,1,1,2,2368544
2341,2,2,1,2,2023857
2342,2,1,1,2,2349671
2343,3,2,1,2,2250152
2344,1,3,1,2,2790122
2345,1,1,1,2,2562375
2346,1,2,1,2,2823233
2347,3,3,1,2,2425580
2348,1,1,2,2,2209322
2349,1,1,1,2,2532131
2350,2,3,2,2,2092840
2351,2,2,1,2,2703483
2352,1,2,1,2,2722496
2353,1,1,2,2,2251043
2354,2,3,1,2,2235749
2355,1,1,1,2,2063999
2356,2,1,1,2,3778703
2357,3,1,1,2,2023911
2358,1,1,3,2,4062027
2359,2,2,1,2,2048930
2360,3,2,1,2,2157667
2361,2,2,1,2,2418614
2362,2,2,1,2,2647370
2363,3,3,1,2,2251116
2364,3,3,1,2,2238608
2365,1,1,2,2,2165422
2366,2,2,2,2,2382873
2367,3,3,1,2,2145537
2368,2,2,1,2,2573733
2369,2,1,1,2,2592894
2370,2,2,1,2,2651521
2371,2,2,1,2,23620
2372,2,2,1,2,2072289
2373,3,1,3,2,2093081
2374,1,2,1,2,2122308
2375,1,1,2,2,5846218
2376,3,2,1,2,2105330
2377,3,2,1,2,2764148
2378,2,3,1,2,2377497
2379,1,1,3,2,2051443
2380,2,1,1,2,4053222
2381,3,3,1,2,5469309
2382,2,2,1,2,5654955
2383,1,1,1,2,2522713
2384,2,3,1,2,2169967
2385,2,2,1,2,2156830
2386,2,2,1,2,6029213
2387,1,2,1,2,2225646
2388,3,1,2,2,2801108
2389,2,1,1,2,2739542
2390,1,2,1,2,2565811
2391,2,3,1,2,2224739
2392,1,2,2,2,2441195
2393,2,1,1,2,6452027
2394,1,1,2,2,3908232
2395,3,1,2,2,2372185
2396,1,1,3,2,2528819
2397,2,2,1,2,2329409
2398,1,2,2,2,4028686
2399,3,1,1,2,3525953
2400,1,1,1,2,2005506
2401,1,1,2,2,2528215
2402,2,2,1,2,2603942
2403,1,1,1,2,2549794
2404,2,1,1,2,6633161
2405,1,2,1,2,4023781
2406,1,1,2,2,2362317
2407,1,2,2,2,2595370
2408,3,1,1,2,4005686
2409,1,1,2,2,2201798
2410,2,2,3,2,5989035
2411,3,3,2,2,6074928
2412,3,2,1,2,2007894
2413,2,3,1,2,2763915
2414,2,2,1,2,2306867
2415,3,3,3,2,2753103
2416,1,1,1,2,2405431
2417,3,3,3,2,22713
2418,2,2,1,2,2374781
2419,3,2,1,2,2227274
2420,2,3,1,2,2723034
2421,2,1,1,2,6915337
2422,1,2,1,2,2303329
2423,1,2,1,2,3344
2424,3,3,1,2,6857744
2425,1,1,1,2,6877672
2426,2,2,1,2,6858953
2427,1,1,1,2,2365820
2428,2,2,1,2,2816806
2429,2,3,1,2,6301304
2430,3,2,1,2,6418260
2431,3,2,3,2,2044080
2432,3,3,1,2,6517382
2433,1,1,2,2,6524958
2434,1,2,1,2,6568955
2435,1,1,1,2,3029077
2436,2,1,1,2,2173026
2437,1,1,3,2,2030136
2438,3,2,2,2,2362120
2439,2,2,1,2,2566958
2440,2,1,1,2,2742756
2441,3,3,1,2,2788322
2442,1,3,2,2,2597187
2443,2,2,1,2,2531038
2444,3,3,1,2,2100428
2445,3,3,1,2,2697610
2446,1,2,3,2,2533693
2447,2,1,1,2,3328279
2448,2,1,1,2,2067471
2449,1,2,2,2,2245744
2450,2,3,3,2,2335042
2451,1,1,1,2,2211173
2452,1,2,2,2,2804069
2453,2,2,1,2,2772442
2454,1,1,1,2,2015722
2455,2,2,1,2,2184060
2456,2,1,1,2,2562413
2457,1,1,1,2,2350238
2458,3,3,2,2,2384167
2459,1,2,2,2,2148153
2460,1,2,1,2,2791137
2461,1,1,2,2,2377179
2462,2,2,1,2,2100355
2463,3,3,1,2,5432243
2464,1,2,1,2,2371545
2465,3,3,2,2,3823652
2466,3,1,2,2,3815439
2467,2,2,1,2,3737675
2468,3,1,2,2,2481987
2469,1,2,1,2,3707024
2470,3,3,1,2,2041316
2471,3,2,1,2,2266342
2472,2,2,1,2,6958311
2473,1,2,1,2,2388014
2474,2,2,3,2,2769093
2475,2,2,2,2,2396076
2476,1,1,1,2,2014300
2477,1,1,1,2,2739232
2478,2,2,2,2,2776049
2479,1,1,2,2,2427265
2480,3,2,1,2,2023628
2481,3,2,1,2,2756056
2482,3,1,1,2,2636875
2483,2,2,1,2,2172690
2484,1,2,2,2,2203820
2485,3,1,2,2,3063798
2486,2,1,1,2,2105462
2487,1,1,2,2,2469588
2488,1,3,1,2,2255065
2489,1,1,1,2,2801205
2490,2,1,1,2,6031242
2491,1,1,1,2,2445662
2492,1,2,2,2,2163241
2493,2,1,1,2,2289741
2494,3,2,2,2,2683369
2495,1,2,1,2,2224380
2496,3,1,1,2,2783371
2497,2,1,1,2,4020693
2498,2,3,1,2,2339560
2499,2,1,1,2,2265184
2500,1,1,3,2,2303183
2501,3,2,1,2,2045303
2502,2,1,1,2,2326264
2503,1,2,1,2,5078393
2504,1,2,1,2,2439891
2505,1,1,1,2,5653304
2506,2,3,1,2,5139643
2507,3,1,1,2,2635755
2508,1,2,1,2,2437511
2509,1,2,1,2,4041259
2510,3,1,1,2,2203847
2511,3,2,1,2,5733022
2512,2,1,3,2,2294079
2513,3,2,1,2,5932238
2514,1,3,2,2,3883558
2515,2,1,2,2,2479230
2516,2,1,1,2,5396484
2517,2,3,3,2,2371936
2518,2,1,1,2,2563444
2519,2,2,1,2,2717344
2520,2,2,1,2,2517256
2521,1,2,1,2,2611023
2522,3,2,1,2,6379583
2523,1,1,1,2,3008517
2524,2,1,3,2,2464934
2525,1,1,3,2,6008771
2526,2,1,1,2,3563529
2527,2,1,1,2,2655586
2528,3,2,1,2,6280188
2529,2,2,1,2,6759157
2530,1,1,2,2,2471213
2531,1,1,1,2,2380285
2532,1,2,2,2,2441780
2533,3,2,1,2,4032667
2534,1,2,2,2,2523795
2535,1,1,2,2,2513641
2536,1,1,1,2,2014335
2537,3,3,1,2,2205270
2538,2,3,1,2,2185997
2539,3,1,1,2,2121611
2540,3,1,1,2,2346435
2541,2,2,1,2,2563908
2542,1,2,1,2,5031850
2543,1,1,2,2,2425734
2544,2,2,1,2,5061873
2545,2,3,2,2,2436884
2546,2,1,2,2,5103088
2547,1,1,2,2,6524966
2548,3,1,2,2,6650465
2549,3,3,2,2,6518656
2550,1,1,1,2,6770657
2551,2,1,1,2,25488
2552,2,2,1,2,2341301
2553,2,1,3,2,2721163
2554,3,1,1,2,4057236
2555,3,1,1,2,2409410
2556,2,3,2,2,2440288
2557,1,2,1,2,4021606
2558,1,2,1,2,2060922
2559,1,2,1,2,2602512
2560,3,1,1,2,2345692
2561,1,1,2,2,2640279
2562,3,1,1,2,2304414
2563,2,3,1,2,2750937
2564,1,3,1,2,2715996
2565,2,1,1,2,2259133
2566,1,1,2,2,2404664
2567,1,2,1,2,2065320
2568,1,1,1,2,2743094
2569,1,2,1,2,2635372
2570,3,2,1,2,2313960
2571,2,2,1,2,2025531
2572,2,1,1,2,2007983
2573,2,1,1,2,14346
2574,2,1,1,2,14966
2575,3,1,2,2,2603683
2576,1,2,1,2,5586321
2577,3,3,2,2,6290906
2578,2,1,1,2,3645924
2579,1,1,2,2,3565408
2580,3,1,1,2,2726262
2581,2,2,1,2,2052717
2582,2,2,1,2,2224372
2583,1,2,2,2,2513625
2584,1,1,1,2,2046733
2585,1,2,2,2,2524341
2586,1,2,1,2,6959393
2587,2,3,1,2,2241307
2588,2,1,2,2,2322765
2589,1,1,1,2,2783142
2590,2,1,1,2,2237946
2591,2,3,1,2,2093588
2592,2,2,1,2,2431084
2593,1,1,3,2,2257963
2594,2,1,1,2,2232383
2595,3,2,1,2,9113
2596,1,1,2,2,2210460
2597,2,3,1,2,2199718
2598,2,2,1,2,2249987
2599,2,1,1,2,2616254
2600,3,3,1,2,2028468
2601,2,2,1,2,2551659
2602,3,2,1,2,2700867
2603,1,2,2,2,2026007
2604,1,2,2,2,2637111
2605,1,1,1,2,2532212
2606,1,1,1,2,2591707
2607,2,1,1,2,3038920
2608,2,1,1,2,2787717
2609,1,1,2,2,2271958
2610,1,1,2,2,5895413
2611,3,2,1,2,2212781
2612,1,2,2,2,2116863
2613,1,3,1,2,2798743
2614,3,2,1,2,6117309
2615,3,2,1,2,2791218
2616,1,2,1,2,4051912
2617,3,2,1,2,2747626
2618,3,2,1,2,2193841
2619,1,1,2,2,2181479
2620,3,3,1,2,2224968
2621,2,2,2,2,2571498
2622,3,1,1,2,25542
2623,1,1,1,2,2742330
2624,1,1,2,2,2371111
2625,2,1,1,2,2315424
2626,1,1,1,2,5022851
2627,1,2,1,2,2288664
2628,2,2,1,2,5078563
2629,3,1,3,2,5121728
2630,2,3,1,2,5155320
2631,2,3,1,2,2207885
2632,1,3,3,2,2702320
2633,2,1,1,2,2723301
2634,1,1,2,2,5919886
2635,3,1,2,2,2411040
2636,2,2,2,2,2223848
2637,1,2,2,2,2194449
2638,3,2,1,2,2379848
2639,1,2,1,2,2511274
2640,1,2,1,2,2606275
2641,2,3,1,2,2226588
2642,2,2,1,2,2203294
2643,2,1,2,2,2294095
2644,1,2,1,2,2637014
2645,2,1,1,2,3945960
2646,1,1,2,2,2102153
2647,2,1,1,2,3559807
2648,1,2,1,2,2706733
2649,1,2,1,2,4028287
2650,1,1,2,2,2770679
2651,1,1,2,2,3512045
2652,1,2,1,2,6197590
2653,2,2,1,2,3433358
2654,2,1,1,2,2311976
2655,1,1,1,2,2463814
2656,3,2,1,2,2787830
2657,3,1,1,2,2264943
2658,2,3,1,2,2390051
2659,1,1,2,2,2469189
2660,1,1,1,2,2447266
2661,2,1,1,2,1082
2662,1,1,3,2,22381
2663,2,1,1,2,3153584
2664,3,3,1,2,2654393
2665,1,1,2,2,2487055
2666,3,2,1,2,2074796
2667,3,1,1,2,6946917
2668,2,1,2,2,2601516
2669,1,2,1,2,2143380
2670,2,2,1,2,6411037
2671,3,2,1,2,6482457
2672,3,3,1,2,6466338
2673,3,3,1,2,6507204
2674,3,1,1,2,6788025
2675,1,1,2,2,6585086
2676,1,2,1,2,2011778
2677,1,1,2,2,2427079
2678,3,2,1,2,2032465
2679,3,2,1,2,2101548
2680,2,1,1,2,2674106
2681,3,3,1,2,2377233
2682,2,2,1,2,2509806
2683,1,1,1,2,2777916
2684,1,2,1,2,2230429
2685,3,2,1,2,2067374
2686,2,2,1,2,3011046
2687,2,1,1,2,2431548
2688,1,3,2,2,2194015
2689,3,3,2,2,2135558
2690,3,3,1,2,2160676
2691,2,1,1,2,1112
2692,3,2,1,2,2751186
2693,1,1,3,2,2734672
2694,2,2,1,2,5334128
2695,2,2,2,2,2779374
2696,2,3,3,2,6218199
2697,1,1,1,2,3579530
2698,2,1,1,2,2704218
2699,2,3,1,2,3878724
2700,2,1,1,2,8281
2701,2,1,1,2,2590395
2702,3,1,1,2,3174697
2703,2,2,1,2,2245930
2704,3,1,1,2,2229498
2705,3,1,3,2,2630001
2706,2,3,1,2,2149826
2707,2,1,1,2,2235013
2708,1,2,1,2,2561859
2709,1,1,1,2,2785730
2710,2,1,1,2,2291797
2711,1,1,2,2,2438070
2712,2,1,1,2,2627728
2713,1,1,1,2,2380277
2714,1,1,1,2,3996727
2715,3,1,1,2,2163144
2716,3,2,2,2,5672198
2717,1,1,1,2,2750295
2718,3,2,3,2,2789205
2719,2,3,1,2,2117517
2720,1,2,1,2,2608723
2721,2,2,1,2,3306135
2722,2,2,1,2,2745216
2723,1,2,1,2,2790092
2724,1,2,1,2,2481782
2725,1,1,1,2,2271966
2726,3,2,2,2,2665972
2727,2,1,2,2,2251035
2728,3,1,1,2,2260425
2729,1,2,1,2,2747146
2730,1,3,2,2,2427028
2731,2,1,1,2,2606291
2732,3,2,1,2,2402637
2733,2,2,1,2,5047803
2734,1,1,2,2,2719061
2735,3,1,1,2,5285569
2736,3,3,1,2,2067595
2737,3,2,1,2,2789132
2738,2,1,3,2,2806320
2739,1,1,1,2,3774821
2740,2,1,1,2,5932270
2741,1,1,2,2,2133431
2742,1,1,2,2,2664259
2743,2,2,1,2,2615606
2744,1,2,1,2,2301253
2745,3,1,2,2,3390926
2746,1,1,2,2,2416808
2747,3,2,1,2,3561305
2748,1,3,1,2,3910482
2749,2,1,2,2,5696976
2750,3,3,2,2,2528258
2751,1,2,2,2,3481883
2752,2,1,1,2,2495031
2753,1,1,2,2,2017008
2754,2,3,1,2,6458343
2755,1,2,1,2,4011198
2756,2,2,1,2,6251021
2757,3,2,1,2,4044339
2758,1,1,1,2,2778173
2759,1,1,1,2,2597268
2760,2,1,1,2,3582833
2761,2,1,1,2,2624621
2762,2,2,1,2,2247348
2763,3,3,1,2,2117061
2764,2,2,1,2,6312640
2765,2,1,1,2,2509156
2766,1,1,2,2,2815796
2767,3,2,2,2,3013340
2768,2,1,1,2,2528541
2769,2,1,1,2,2554615
2770,1,1,1,2,2148781
2771,2,2,1,2,2728974
2772,1,3,1,2,3909611
2773,2,2,1,2,3916065
2774,3,3,1,2,5368782
2775,1,2,2,2,2560917
2776,1,2,2,2,6379370
2777,1,1,2,2,6466990
2778,3,3,1,2,6581552
2779,3,2,1,2,6410294
2780,3,2,1,2,6675565
2781,1,1,2,2,8009929
2782,1,1,1,2,2015978
2783,1,1,1,2,2172127
2784,1,1,2,2,18538
2785,1,2,2,2,2730804
2786,1,1,2,2,19690
2787,2,1,2,2,2306107
2788,2,1,1,2,2689642
2789,1,2,1,2,2371898
2790,1,1,1,2,2739798
2791,2,1,1,2,2681013
2792,2,3,1,2,3001180
2793,2,1,3,2,12114
2794,3,2,2,2,2389169
2795,2,1,3,2,12939
2796,1,1,2,2,2201917
2797,2,3,1,2,2374382
2798,2,1,1,2,2422859
2799,2,1,1,2,2374862
2800,3,1,3,2,20036
2801,2,1,1,2,2316935
2802,1,1,2,2,2341395
2803,2,2,1,2,2773503
2804,1,1,2,2,2754339
2805,3,2,2,2,2260298
2806,2,2,1,2,5303788
2807,1,1,1,2,2704455
2808,1,2,3,2,5603153
2809,2,1,1,2,5461871
2810,3,2,1,2,6325831
2811,3,1,2,2,2214806
2812,3,1,1,2,2438348
2813,3,3,2,2,5830052
2814,1,2,1,2,2755025
2815,2,1,1,2,2027992
2816,1,2,1,2,2334186
2817,1,3,1,2,2723808
2818,2,2,1,2,2586010
2819,3,2,1,2,2658348
2820,2,2,1,2,2395657
2821,1,2,1,2,2564572
2822,2,2,1,2,2230623
2823,1,2,1,2,2270420
2824,1,1,1,2,2182912
2825,2,1,1,2,2431459
2826,3,2,1,2,2779072
2827,1,1,2,2,2787997
2828,2,2,1,2,2672332
2829,3,1,2,2,2228084
2830,1,3,1,2,2409089
2831,1,1,1,2,2012871
2832,2,1,1,2,2207141
2833,2,2,2,2,6020534
2834,3,3,2,2,2051451
2835,2,2,1,2,6086101
2836,2,1,2,2,2632683
2837,1,3,2,2,2133563
2838,2,1,2,2,2116480
2839,3,1,1,2,2040220
2840,1,2,1,2,5925231
2841,3,2,1,2,2662809
2842,3,2,1,2,2028867
2843,3,1,1,2,17477
2844,2,2,1,2,2236567
2845,1,1,2,2,2477750
2846,1,1,1,2,2486032
2847,2,1,2,2,2345366
2848,3,3,1,2,2701308
2849,2,2,1,2,9148
2850,3,1,1,2,2481898
2851,2,1,2,2,2631512
2852,1,2,1,2,5086604
