,lat,long,cod_municipio,cnes,nom_estab,dsc_endereco,dsc_bairro,dsc_cidade,dsc_telefone,dsc_estrut_fisic_ambiencia,dsc_adap_defic_fisic_idosos,dsc_equipamentos,dsc_medicamentos,uf,cidade,no_fantasia,no_logradouro,no_bairro,cod_estado,nome_estado
450,-20.129,-40.308,320500,2499479,UNIDADE BASICA DE SAUDE NOVA ALMEIDA,AVENIDA EDVALDO LIMA,NOVA ALMEIDA,Serra,2732532963,Desempenho muito acima da média,Desempenho acima da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho acima da média,ES,Serra,UNIDADE BASICA DE SAUDE NOVA ALMEIDA,AVENIDA COLATINENSE - S/N,NOVA ALMEIDA,32,Espírito Santo
451,-20.264,-40.42,320130,2486067,US NOVA BRASILIA,RUA MELQUIADES PORFIRIO,NOVA BRASILIA,Cariacica,2733466552,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,ES,Cariacica,US NOVA BRASILIA,RUA MELCHIDES PORFIRO ALMEIDA - 28,NOVA BRASILIA,32,Espírito Santo
452,-20.764,-41.533,320020,2447800,UNIDADE SANITARIA DE ARARAI,RUA PRINCIPAL,ARARAI,Alegre,(28)35522485,Desempenho acima da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,ES,Alegre,ESF DO DISTRITO DE ARARAI,RUA PRINCIPAL - S/N,DISTRITO DE ARARAI,32,Espírito Santo
453,-18.406,-40.225,320410,2484358,UNIDADE SANITARIA DE PINHEIROS,PRACA CRISTIANO DIAS LOPES,CENTRO,Pinheiros,(27)37651502,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,ES,Pinheiros,UNIDADE SANITARIA DE PINHEIROS,PRACA CRISTIANO DIAS LOPES - S/N,CENTRO,32,Espírito Santo
454,-20.849,-41.113,320120,2485605,UNIDADE BASICA DE SAUDE DE FAMILIA DO BNH DE BAIXO,RUA LUIZ CARREIRO,BNH DE BAIXO,Cachoeiro de Itapemirim,2831555417,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho acima da média,ES,Cachoeiro de Itapemirim,UNIDADE BASICA DE SAUDE DE FAMILIA DO BNH DE BAIXO,RUA LUIZ CARREIRO - S/N,BNH DE BAIXO,32,Espírito Santo
455,-20.363,-40.659,320190,2522713,USR BIRIRICAS,SEDE DE DISTRITO,BIRIRICAS,Domingos Martins,(27)32681344,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,ES,Domingos Martins,UNIDADE DE SAUDE DE BIRIRICAS,BIRIRICAS - S/N,BIRIRICAS,32,Espírito Santo
456,-20.264,-40.42,320130,2445107,US ALTO LAGE,RUA BARBOSA,ALTO LAGE,Cariacica,33466557,Desempenho muito acima da média,Desempenho acima da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho acima da média,ES,Cariacica,US ALTO LAGE,RUA EDMILSON VAREJAO - 104,ALTO LAGE,32,Espírito Santo
457,-19.252,-40.461,320225,2627752,CENTRO DE SAUDE DE NOVO BRASIL,PRACA ERNESTO ZON,NOVO BRASIL,Governador Lindenberg,(27)37443119,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho muito acima da média,ES,Governador Lindenberg,CENTRO DE SAUDE ARLINDO STOCCO,SAO JOSE - S/N,NOVO BRASIL,32,Espírito Santo
458,-20.34,-41.135,320506,2466236,UNIDADE SANITARIA DE ALTO CAXIXE VNI,ALTO CAXIXE,ALTO CAXIXE,Venda Nova do Imigrante,2835465233,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho muito acima da média,ES,Venda Nova do Imigrante,UNIDADE DE SAUDE DA FAMILIA DE ALTO CAXIXE,ALTO CAXIXE - S/N,ALTO CAXIXE,32,Espírito Santo
459,-20.34,-41.135,320506,2466236,UNIDADE SANITARIA DE ALTO CAXIXE VNI,ALTO CAXIXE,ALTO CAXIXE,Venda Nova do Imigrante,2835465233,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho muito acima da média,ES,Venda Nova do Imigrante,UNIDADE DE SAUDE DA FAMILIA DE ALTO CAXIXE,ALTO CAXIXE - S/N,ALTO CAXIXE,32,Espírito Santo
460,-20.34,-41.135,320506,2466236,UNIDADE SANITARIA DE ALTO CAXIXE VNI,ALTO CAXIXE,ALTO CAXIXE,Venda Nova do Imigrante,2835465233,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho muito acima da média,ES,Venda Nova do Imigrante,UNIDADE DE SAUDE DA FAMILIA DE ALTO CAXIXE,ALTO CAXIXE - S/N,ALTO CAXIXE,32,Espírito Santo
461,-20.39,-40.496,320510,2486210,UNIDADE BASICA E ESPECIALIZADA DE SAUDE DE VIANA,RUA VIRGILIO FERREIRA,SANTA TEREZINHA,Viana,2732553064,Desempenho muito acima da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,ES,Viana,UNIDADE DE SAUDE DA FAMILIA DE VIANA CENTRO,RUA VIRGILIO FERREIRA - S/N,SANTA TEREZINHA,32,Espírito Santo
462,-20.764,-41.533,320020,2569205,PSF MOD X PEDRO MARTINS,RUA JOSE XAVIER DE MENDONCA,PEDRO MARTINS,Alegre,2835522916,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,ES,Alegre,ESF DO BAIRRO PEDRO MARTINS,RUA 13 DE MAIO - S/N,CENTRO,32,Espírito Santo
463,-19.225,-40.851,320400,2448696,UNIDADE DE SAUDE DA FAMILIA DE VILA VERDE,RUA ANTONIO RICARDO,VILA VERDE,Pancas,2737265395,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho acima da média,ES,Pancas,UNIDADE DE SAUDE DA FAMILIA IRACY PINHEIRO DA SILVA,RUA ANTONIO RICARDO - S/N,VILA VERDE,32,Espírito Santo
464,-20.671,-41.007,320503,2448041,UNIDADE SANITARIA DE PROSPERIDADE,VILA PROSPERIDADE,PROSPERIDADE,Vargem Alta,2835285163,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,ES,Vargem Alta,UNIDADE BASICA DE SAUDE DE PROSPERIDADE,VILA PROSPERIDADE - S/N,PROSPERIDADE,32,Espírito Santo
465,-18.406,-40.225,320410,2702177,UNIDADE SANITARIA PSF BAIRRO VILA NOVA,RUA WASHINGTON LUIS,VILA NOVA,Pinheiros,2737652568,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho muito acima da média,ES,Pinheiros,UNIDADE SANITARIA PSF BAIRRO VILA NOVA,PRACA CRISTIANO DIAS LOPES - S/N,CENTRO,32,Espírito Santo
466,-20.264,-40.42,320130,2466147,US RIO MARINHO,RUA PRIMEIRO DE MAIO,RIO MARINHO,Cariacica,2733881378,Desempenho acima da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,ES,Cariacica,US RIO MARINHO,RUA PRIMEIRO DE MAIO - S/N,CASTELO BRANCO,32,Espírito Santo
467,-20.234,-41.511,320245,2793539,UNIDADE DE SAUDE DA ESF SANTA MARIA,CORREGO SANTA MARIA,ZONA RURAL,Ibatiba,(28)35431614,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,ES,Ibatiba,UNIDADE DE SAUDE DA ESF SANTA MARIA,CORREGO SANTA MARIA - S/N,ZONA RURAL,32,Espírito Santo
468,-18.998,-40.389,320517,2627728,UNIDADE SANITARIA DE JURAMA,DISTRITO DE JURAMA,JURAMA,Vila Valério,(27)37281533,Desempenho acima da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho acima da média,ES,Vila Valério,UNIDADE SANITARIA DE JURAMA,DISTRITO DE JURAMA - S/N,JURAMA,32,Espírito Santo
469,-20.849,-41.113,320120,2547503,UNIDADE BASICA DE SAUDE DA FAMILIA DO VILLAGE DA LUZ,RUA PAPA PAULO VI,VILLAGE DA LUZ,Cachoeiro de Itapemirim,2831555362,Desempenho muito acima da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho acima da média,ES,Cachoeiro de Itapemirim,UNIDADE BASICA DE SAUDE DOUTOR MOZART SANTANNA JUNIOR,RUA PAPA PAULO VI - S/N,VILLAGE DA LUZ,32,Espírito Santo
470,-20.129,-40.308,320500,2522896,UNIDADE BASICA DE SAUDE OCEANIA,RUA PAPUA,CIDADE CONTINENTAL,Serra,2733389971,Desempenho muito acima da média,Desempenho muito acima da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho acima da média,ES,Serra,ESF DE OCEANIA,AVENIDA MERIDIONAL - S/N,CIDADE CONTINENTAL,32,Espírito Santo
471,-20.635,-40.75,320030,6322697,ESF SEDE 01,RUA JARDIM DO CAJA,JARDIM DO CAJA,Alfredo Chaves,2732691727,Desempenho muito acima da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,ES,Alfredo Chaves,ESF CAJA,RUA ERNANI BONACOSSA - 373,JARDIM DO CAJA,32,Espírito Santo
472,-20.129,-40.308,320500,2486032,ESF CHACARA PARREIRAL,TVA SILVIO ROMERO,CHACARA PARREIRAL,Serra,2733281150,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho acima da média,ES,Serra,ESF CHACARA PARREIRAL,TRAVESSA SILVIO ROMERO - S/N,CHACARA PARREIRAL,32,Espírito Santo
473,-20.129,-40.308,320500,2486032,ESF CHACARA PARREIRAL,TVA SILVIO ROMERO,CHACARA PARREIRAL,Serra,2733281150,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho acima da média,ES,Serra,ESF CHACARA PARREIRAL,TRAVESSA SILVIO ROMERO - S/N,CHACARA PARREIRAL,32,Espírito Santo
474,-20.363,-40.659,320190,2449099,USR ALTO PARAJU D MARTINS,ALTO PARAJU DISTRITO DE PARAJU,PARAJU,Domingos Martins,(27)32681344,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,ES,Domingos Martins,UNIDADE DE SAUDE DE ALTO PARAJU,VILA DE ALTO PARAJU - S/N,PARAJU,32,Espírito Santo
475,-19.739,-40.657,320495,2615290,PROGRAMA DE SAUDE DA FAMILIA DA SEDE,RUA ATILIO DALLA BERNARDINA,CENTRO,São Roque do Canaã,(27)3729-1575,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,ES,São Roque do Canaã,,,,32,Espírito Santo
476,-20.764,-41.533,320020,2447797,UNIDADE SANITARIA DE ROSEIRA,RUA PRINCIPAL,ROSEIRA,Alegre,(28)35522485,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,ES,Alegre,UNIDADE SANITARIA DE ROSEIRA,RUA PRINCIPAL - S/N,ROSEIRA,32,Espírito Santo
477,-20.264,-40.42,320130,2445123,US BELA AURORA,R VITORIA,BELA AURORA,Cariacica,(27)33264859,Desempenho mediano ou  um pouco abaixo da média,Desempenho muito acima da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho muito acima da média,ES,Cariacica,US BELA AURORA,RUA DA VITORIA - S/N,BELA AURORA,32,Espírito Santo
478,-20.129,-40.308,320500,2522837,ESF PARQUE RES LARANJEIRAS,RUA COELHO NETTO,LARANJEIRAS,Serra,2732388834,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho acima da média,ES,Serra,ESF PARQUE RES LARANJEIRAS,RUA COELHO NETO - S/N,PARQUE RESIDENCIAL L,32,Espírito Santo
479,-20.264,-40.42,320130,3464091,US DE ITAPEMIRIM,RUA 11,PARQUE RES MARACANA,Cariacica,2733466545,Desempenho acima da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,ES,Cariacica,US DE ITAPEMIRIM,RUA ONZE - S/N,PARQUE RES MARACANA,32,Espírito Santo
480,-18.906,-40.076,320305,2483971,PSF CENTRAL,BOA VISTA,BOA VISTA 1,Jaguaré,Não se aplica,Desempenho acima da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho acima da média,ES,Jaguaré,ESF PALMITAL,RUA ANTENOR GABRIEL - S/N,CENTRO,32,Espírito Santo
481,-20.346,-41.536,320300,2628104,UNIDADE SANITARIA ANTONIO LAMY DE MIRANDA,RUA PRINCIPAL,PEQUIA,Iúna,(28)35451755,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,ES,Iúna,UNIDADE SANITARIA ANTONIO LAMY DE MIRANDA,RUA CANTIDIO ROBERTO DE MORAES - S/N,PEQUIA,32,Espírito Santo
482,-20.363,-40.659,320190,2403609,USR SAO RAFAEL DMARTINS,SAO RAFAEL,ARACE,Domingos Martins,(27)32681344,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho acima da média,ES,Domingos Martins,UNIDADE DE SAUDE DE SAO RAFAEL,ESTRADA PRINCIPAL - S/N,TIJUCO PRETO,32,Espírito Santo
483,-20.234,-41.511,320245,2448238,PONTO DE APOIO EQUIPE DO EACS,AV AFONSO CLAUDIO,CENTRO,Ibatiba,(28)35431614,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,ES,Ibatiba,UNIDADE DE SAUDE DA ESF PARAISO NESF,AV AFONSO CLAUDIO - S/N,CENTRO,32,Espírito Santo
484,-19.933,-40.407,320220,2652811,UNIDADE SAUDE DA FAMILIA DE TIMBUI,R ANGELO PALAURO,TIMBUI,Fundão,2732771062,Desempenho muito acima da média,Desempenho acima da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho muito acima da média,ES,Fundão,UNIDADE SAUDE DA FAMILIA DE TIMBUI,R ANGELO PALAURO - S/N,TIMBUI,32,Espírito Santo
485,-20.33,-40.292,320520,2546876,UNIDADE DE SAUDE PAUL,ESTRADA JERONIMO MONTEIRO,PAUL,Vila Velha,2733264201,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho muito acima da média,ES,Vila Velha,UNIDADE DE SAUDE PAUL,ESTRADA JERONIMO MONTEIRO - 001,PAUL,32,Espírito Santo
486,-20.33,-40.292,320520,2403404,UNIDADE DE SAUDE SAO TORQUATO,RUA SAO PEDRO,SAO TORQUATO,Vila Velha,2733883549,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho acima da média,ES,Vila Velha,UNIDADE DE SAUDE SAO TORQUATO,RUA SAO PEDRO - 89,SAO TORQUATO,32,Espírito Santo
487,-20.101,-40.53,320450,2522748,UNIDADE SANITARIA DE SANTA LEOPOLDINA,AV PREFEITO HELIO ROCHA,CENTRO,Santa Leopoldina,(27)32661103,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,ES,Santa Leopoldina,UNIDADE SANITARIA DE SANTA LEOPOLDINA,RUA COSTA PEREIRA - S/N,CENTRO,32,Espírito Santo
488,-20.34,-41.135,320506,2466260,UNIDADE SANITARIA DE SAO JOAO DE VICOSA VNI,AVENIDA NONA VITORIA,SAO JOAO DE VICOSA,Venda Nova do Imigrante,2835466109,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho muito acima da média,ES,Venda Nova do Imigrante,UNIDADE DE SAUDE DA FAMILIA DE SAO JOAO DE VICOSA,AVENIDA NONA VITORIA - S/N,SAO JOAO DE VICOSA,32,Espírito Santo
489,-20.34,-41.135,320506,2466260,UNIDADE SANITARIA DE SAO JOAO DE VICOSA VNI,AVENIDA NONA VITORIA,SAO JOAO DE VICOSA,Venda Nova do Imigrante,2835466109,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho muito acima da média,ES,Venda Nova do Imigrante,UNIDADE DE SAUDE DA FAMILIA DE SAO JOAO DE VICOSA,AVENIDA NONA VITORIA - S/N,SAO JOAO DE VICOSA,32,Espírito Santo
490,-20.34,-41.135,320506,2466260,UNIDADE SANITARIA DE SAO JOAO DE VICOSA VNI,AVENIDA NONA VITORIA,SAO JOAO DE VICOSA,Venda Nova do Imigrante,2835466109,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho muito acima da média,ES,Venda Nova do Imigrante,UNIDADE DE SAUDE DA FAMILIA DE SAO JOAO DE VICOSA,AVENIDA NONA VITORIA - S/N,SAO JOAO DE VICOSA,32,Espírito Santo
491,-20.264,-40.42,320130,3182096,US ORIENTE,RUA EURICO DE RESENDE,ORIENTE,Cariacica,2733466574,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho acima da média,ES,Cariacica,US ORIENTE,RUA SENADOR EURICO DE RESENDE - 29,ORIENTE,32,Espírito Santo
492,-19.017,-40.536,320470,2675080,PSF DE VILA COMBONI,RUA DANIEL COMBONI,VILA COMBONI,São Gabriel da Palha,(27)3727-3999,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,ES,São Gabriel da Palha,PSF DE VILA COMBONI,RUA DANIEL COMBONI - S/N,VILA COMBONI,32,Espírito Santo
493,-20.264,-40.42,320130,2445115,US BAIRRO OPERARIO,RUA DOS FUNCIONARIOS PUBLICOS,OPERARIO,Cariacica,2733969600,Desempenho mediano ou  um pouco abaixo da média,Desempenho acima da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,ES,Cariacica,US BAIRRO OPERARIO,RUA DOS FUNCIONARIOS PUBLICOS - 141,OPERARIO,32,Espírito Santo
494,-20.264,-40.42,320130,2445158,US BOM PASTOR,R PADRE JOSE CARLOS,CAMPO GRANDE,Cariacica,2733466558,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,ES,Cariacica,US BOM PASTOR,RUA PADRE JOSE CARLOS - S/N,CAMPO GRANDE,32,Espírito Santo
495,-20.264,-40.42,320130,2445131,US BELA VISTA,RUA B,BELA VISTA,Cariacica,2733881372,Desempenho acima da média,Desempenho acima da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,ES,Cariacica,US BELA VISTA,BLUMENAL - S/N,BELA VISTA,32,Espírito Santo
496,-18.54,-40.296,320100,2485273,UNIDADE SANITARIA DO KM VINTE,KM VINTE,KM VINTE,Boa Esperança,(27)37681143,Desempenho muito acima da média,Desempenho muito acima da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho acima da média,ES,Boa Esperança,UNIDADE SANITARIA DO KM VINTE,KM VINTE - S/N,KM VINTE,32,Espírito Santo
497,-20.33,-40.292,320520,6984118,UNIDADE DE SAUDE DA FAMILIA BARRAMARES,AVENIDA CALIFORNIA,BARRAMARES,Vila Velha,2732446383,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho acima da média,ES,Vila Velha,UNIDADE DE SAUDE DA FAMILIA DE BARRAMARES,AVENIDA CALIFORNIA - S/N,BARRAMARES,32,Espírito Santo
498,-20.413,-40.683,320334,2675137,UNIDADE DE SAUDE DA FAMILIA DE SANTA MARIA,RUA PROJETADA,SANTA MARIA,Marechal Floriano,027 32881961,Desempenho mediano ou  um pouco abaixo da média,Desempenho acima da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho acima da média,ES,Marechal Floriano,UBS JANETA ROSA SIMON STOCKL,RODOVIA FRANCISCO STOCKL - S/N,SANTA MARIA,32,Espírito Santo
499,-19.539,-40.631,320150,5930588,US1 N SRA DA PENHA,RUA EUCLIDES GUAITOLINE,N SRA DA PENHA,Colatina,2737212615,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,ES,Colatina,US1 N SRA DA PENHA,RUA EUCLIDES GUAITOLINE - 225,N SRA DA PENHA,32,Espírito Santo
500,-20.363,-40.659,320190,2546779,USR CRISTO REI DOMINGOS MARTINS,CRISTO REI DISTRITO DE ARACE,DOMINGOS MARTINS,Domingos Martins,(27)32681344,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,ES,Domingos Martins,POSTO DE SAUDE DE CRISTO REI,CRISTO REI DISTRITO DE ARACE ZONA RURAL - S/N,ARACE,32,Espírito Santo
501,-20.413,-40.683,320334,2678160,POSTO DE SAUDE SANTA RITA,RUA GUSTAVO HERTEL,SANTA RITA,Marechal Floriano,2732882246,Desempenho acima da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,ES,Marechal Floriano,UNIDADE DE SAUDE DA FAMILIA SANTA RITA,RUA GUSTAVO HERTEL - S/N,SANTA RITA,32,Espírito Santo
502,-20.264,-40.42,320130,2486105,US SOTELANDIA,RUA ALEXANDRINA,SOTELANDIA,Cariacica,2733466555,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,ES,Cariacica,US SOTELANDIA,AVENIDA FERNANDO ANTONIO - S/N,SOTELANDIA,32,Espírito Santo
503,-19.225,-40.851,320400,2448661,UNIDADE DE SAUDE DA FAMILIA OSCAR HAESE,FAZENDA TREVISANI,MONTES CLAROS,Pancas,(27)37261152,Desempenho mediano ou  um pouco abaixo da média,Desempenho acima da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,ES,Pancas,UNIDADE DE SAUDE DA FAMILIA OSCAR HAESE,FAZENDA TREVISANI - S/N,MONTES CLAROS,32,Espírito Santo
504,-19.252,-40.461,320225,2445727,CENTRO DE SAUDE DE GOVERNADOR LINDENBERG,RUA JOAO CORDEIRO DE FREITAS,CENTRO,Governador Lindenberg,2737445228,Desempenho acima da média,Desempenho acima da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho acima da média,ES,Governador Lindenberg,CENTRO DE SAUDE DE GOVERNADOR LINDENBERG,RUA JOAO CORDEIRO DE FREITAS - S/N,CENTRO,32,Espírito Santo
505,-19.252,-40.461,320225,2445727,CENTRO DE SAUDE DE GOVERNADOR LINDENBERG,RUA JOAO CORDEIRO DE FREITAS,CENTRO,Governador Lindenberg,2737445228,Desempenho acima da média,Desempenho acima da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho acima da média,ES,Governador Lindenberg,CENTRO DE SAUDE DE GOVERNADOR LINDENBERG,RUA JOAO CORDEIRO DE FREITAS - S/N,CENTRO,32,Espírito Santo
506,-20.914,-41.198,320070,2485435,FLECHEIRAS,RUA PROJETADA,FLECHEIRAS,Atilio Vivacqua,(28)35381109,Desempenho acima da média,Desempenho acima da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,ES,Atilio Vivacqua,UNIDADE DE SAUDE DA FAMILIA FLECHEIRAS MARIA ISABEL CORREA,FLECHEIRAS - S/N,ZONA RURAL,32,Espírito Santo
507,-20.363,-40.659,320190,2403579,USR SANTA ISABEL D MARTINS,RUA JOANITO CAMPOS,SANTA ISABEL,Domingos Martins,2732682662,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,ES,Domingos Martins,UNIDADE DE SAUDE LEONOR GOMES CAMPOS,RUA JOANITO CAMPOS - S/N,SANTA ISABEL,32,Espírito Santo
508,-19.739,-40.657,320495,2615312,PROGRAMA DE SAUDE DA FAMILIA DE SANTA JULIA,RUA PROJETADA,AGROVILA,São Roque do Canaã,(27)3729-1899,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho acima da média,ES,São Roque do Canaã,UNIDADE DE SAUDE DE SANTA JULIA,RUA PROJETADA - S/N,AGROVILA,32,Espírito Santo
509,-20.363,-40.659,320190,2522721,USR JARDEL HAESE,MELGACO,MELGACO,Domingos Martins,(27)32681344,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho acima da média,ES,Domingos Martins,UNIDADE DE SAUDE JARDEL HAESE,ESTRADA PARA MELGACO DE CIMA - S/N,MELGACO,32,Espírito Santo
510,-20.671,-41.007,320503,2547198,UNIDADE SANITARIA DE POCO DANTAS,VILA POCO DANTAS,POCO DANTAS,Vargem Alta,(28)35281010,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,ES,Vargem Alta,UNIDADE DE APOIO DE POCO DANTAS,POCO DANTAS - S/N,POCO DANTAS,32,Espírito Santo
